taxon;rl;a;b;r;rl.al;rl.bm;rl.nv;rl.sv;rl.pa;o.v;o.nt;o.ot;o.s;o.k;o.st;o.o;o.n;o.w;o.b;responsibility;distribution;lifeform
Senecio paludosus;EN;2;-2;-2;●;;●;;●;●;●;;●;●;●;●;●;●;●;;Euras;S
Senecio rupestris;LC;4;0;0;●;EN;;;EN;e?;●;●;●;●;●;●;●;●;●;;Eur;H
Senecio sarracenicus;EN;2;-2;-2;;CR;●;;●;;;;–;;;●;●;●;●;;Euras;S
Senecio subalpinus;LC;4;0;0;●;CR;f;;;;;u;●;●;●;●;●;;;;Eur;S
Senecio sylvaticus;LC;4;0;0;●;●;●;●;NT;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Senecio umbrosus;EN;1;-1;-1;●;;;;RE;;;;;;;;●;;?;D;Eur;S
Senecio vernalis;n;;;;;;;;;;e;u;u;u;u;le;e;e;e;;;H
Senecio viscosus;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);H
Senecio vulgaris;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Serratula tinctoria subsp. macrocephala;EN;1;-2;0;●;;;;;;;;;●;;;;;;;Eur;S
Serratula tinctoria subsp. tinctoria;NT;4;-2;-2;VU;EN;EN;●;VU;●;●;?;●;●;●;●;●;●;●;;Eur;S
Seseli annuum;VU;3;-2;-1;●;EN;CR;EN;●;†;●;●;†?;●;●;●;●;●;●;;Eur;H
Seseli austriacum;LC;3;0;0;●;;;;VU;;;;●;●;●;●;●;;;S;E-Alp;H
Seseli campestre;n;;;;;;;;;;;;;;;;le;le;;;;S
Seseli hippomarathrum;VU;3;-2;-1;●;EN;RE;;●;;;;;;;†;●;●;●;;Eur;S
Seseli libanotis;LC;4;-1;-1;●;NT;EN;EN;NT;–;●;●;●;●;●;●;●;●;●;;Euras;H
Seseli osseum;VU;3;-2;-1;EN;●;;CR;●;;;;;–;;●;●;●;●;;Eur;H
Seseli pallasii;EN;2;-2;-1;;;;;●;;;;;;;;●;●;●;;Eur;H
Sesleria caerulea s.str.;LC;5;0;0;●;VU;VU;n;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Sesleria sadleriana;VU;1;0;-1;;;;;●;;;;;–;;;●;;;;Eur;S
Sesleria uliginosa;VU;3;-2;-2;●;;RE?;RE?;●;–;–;;;;●;–;●;●;●;;Eur;S
Sesleriella sphaerocephala subsp. leucocephala;LC;2;0;0;●;;;;;;;●;;●;;;;;;;SE-Alp;S
Sesleriella sphaerocephala subsp. sphaerocephala;LC;2;0;0;●;;;;;;–;●;;●;;;;;;;SE-Alp;S
Setaria faberi;n;;;;;;;;;u;u;u;u;e;e;e;u;u;e;;;H
Setaria pumila;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Setaria verticillata s.str.;LC;3;1;0;●;●;●;●;●;u;e;u;u;●;●;e;●;●;●;;Kosm;H
Setaria verticilliformis;LC;2;1;0;n;n;n;n;●*;;u;;;u;●*;u;●*;●*;;;Kosm?;H
Setaria viridis;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;H
Sherardia arvensis;NT;4;-2;-1;VU;●;●;●;●;●;●;†,u;●;●;●;●;●;●;●;;Eur (Kosm);H
Shinnersia rivularis;n;;;;;;;;;;;;;le?;;;;;;;;S
Sibbaldia procumbens;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Sicyos angulatus;n;;;;;;;;;u;u;;u;le;u;u;le;u;?;;;H
Sideritis montana;VU;2;-1;-1;n;EN;RE;n;●;;;;–;;u;†;●;●;●;;Euras;H
Silaum silaus;VU;3;-2;-2;●;CR;CR;CR;●;●;–;;●;;u;●;●;●;●;;Eur;S
Silene acaulis subsp. exscapa;LC;4;0;0;●;;;;;●;●;●;●;●;●;;;;;;Hol;S
Silene acaulis subsp. longiscapa;LC;4;0;0;●;;f;;;●;●;●;●;●;●;●;●;;;;Hol;S
Silene baccifera;NT;4;-2;-1;VU;CR;CR;●;●;;u;●;;●;●;●;●;●;●;;Euras;S
Silene conica;EN;2;-2;-2;;;n;n;●;;;;u;;u;u;●;●;●;;Euras (Kosm);H
Silene dichotoma;n;;;;;;;;;u;u;u;u;u;u;u;e;e?;e?;;;H
Silene dioica;LC;5;0;0;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);S
Silene flavescens;n;;;;;;;;;;;;;;;;le;;;;;S
Silene gallica;EN;1;-1;-1;●*;n;n;●*;n;u;u;u;u;–;●*;u;●*;●*;●*;;Eur (Kosm);H
Silene latifolia subsp. alba;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Silene linicola;RE;†;†;†;RE;RE;RE;RE;RE;;;;;†;†;u;†;†;;;Eur;H
Silene multiflora;VU;2;-1;-1;;;;;●;;;;;;;;†;;●;;Euras;S
Silene nemoralis;NT;3;-1;-1;●;n;;VU;EN;;;;u;u;●;;●;u;u;;Eur;H
Silene noctiflora;NT;4;-2;-1;EN;●;VU;EN;●;●;●;u;u;●;●;●;●;●;●;;Euras (Hol);H
Silene nutans subsp. insubrica;NT;2;0;-1;●;;;;;;;;;●;●;;;;;;Eur;S
Silene nutans subsp. nutans;LC;5;-1;0;●;●;NT;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Silene otites;VU;3;-2;-1;EN;●;RE;;●;?;†?;;;;●;†,u;●;●;●;;Euras;S
Silene saxifraga;LC;2;0;0;●;;;;;;;●;;●;;–;;;;;Eur;S
Silene viridiflora;EN;1;0;-2;CR*;;;●;;;;;;;●;;;;;;Eur;S
Silene viscosa;EN;2;-2;-1;;;;;●;;;;;;;–;●;u;●;;Euras;H
Silene vulgaris subsp. antelopum;DD;?;?;?;●;●;●;●;●;;●;;●;?;●;●;●;;●;;Eur;S
Silene vulgaris subsp. glareosa;LC;4;0;0;●;;f;;;●;●;●;●;●;●;●;●;;;;Eur;S
Silene vulgaris subsp. vulgaris;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Siler montanum;LC;3;0;0;●;;;;●;●;●;●;●;●;●;●;●;;;;Eur;S
Silphiodaucus prutenicus;EN;3;-3;-2;●;CR;●;●;●;●;●;●;●;●;●;●;●;†;●;;Eur;S
Sinacalia tangutica;n;;;;;;;;;;;;;;u;;le;;;;;S
Sinapis arvensis;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Sisymbrium altissimum;NT;3;-1;-1;n;VU;n;n;●;u;u;u;u;u;●;e;●;●;●;;Euras (Kosm);H
Sisymbrium austriacum s.str.;LC;2;0;0;●;;;;;;;;;●;●;;●;u;u;;Eur;H
Sisymbrium irio;LC;2;1;0;n;;n;;●;;;;u;;u;–;●;●;;;Euras (Kosm);H
Sisymbrium loeselii;LC;3;0;0;●;●;n;n;●;u;u;u;u;u;e;e?;●;●;●;;Euras (Hol);H
Sisymbrium officinale;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Sisymbrium orientale;LC;3;0;0;●;●;n;n;●;u;u;;u;u;u;e;●;●;●;;Euras (Kosm);H
Sisymbrium pallescens;n;;;;;;;;;;e;;;;;;;;;;;H
Sisymbrium strictissimum;LC;3;0;-1;●;EN;CR;VU;NT;?;●;●;●;●;●;●*;●;●;●;;Eur;H
Sisyrinchium montanum;n;;;;;;;;;e;e;u;le;e;le;u;le;;u;;;S
Sium latifolium;EN;2;-2;-2;RE;;RE;;●;;;;;;;†;●;●;●;;Euras;S
Smyrnium perfoliatum;n;;;;;;;;;;;;u;u;u;u;u;le;le;;;H
Solanum alatum;VU;2;-1;0;n;n;n;RE,n;●;;u;;u;u;●;u;●;●;●;;Eur (Kosm);H
Solanum carolinense;n;;;;;;;;;u;;;;e;e;;u;;;;;S
Solanum dulcamara;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Solanum nigrum;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;H
Solanum villosum s.str.;G;1;?;?;n;n;n;●*;●;;;;;u;u;e;●;●;u;;Euras (Kosm);H
Soldanella alpina;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Soldanella austriaca;LC;3;0;0;●;;RE?;;;;;;●;;●;●;●;;;S;NE-Alp;S
Soldanella major;LC;2;0;0;●;;;;;;;;●;●;●;;●;;;;E-Alp;S
Soldanella minima s.str.;LC;2;0;0;●;;;;;;●;●;;●;;;;;;;Alp;S
Soldanella montana s.str.;NT;3;-1;-1;●;●;VU;;;;;;●;;●;●;●;;;;Eur;S
Soldanella pusilla subsp. alpicola;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Alp;S
Solidago canadensis;n;;;;;;;;;e;e;e;e;e;e;e;e;e;e;;;S
Solidago gigantea;n;;;;;;;;;e;e;e;e;e;e;e;e;e;e;;;S
Solidago virgaurea;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Sonchus arvensis subsp. arvensis;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Sonchus arvensis subsp. uliginosus;VU;2;-1;-1;n;n;n;RE?,n;●;;u;u;e;;●;u;●;●;●;;Euras;S
Sonchus asper;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Sonchus oleraceus;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Sonchus palustris;VU;2;-1;0;n;n;n;;●;;u;;;;;e;●;●;●;;Euras;S
Sorbus algoviensis;?;;;;?;;;;;?;;;;;;;;;;;E-Alp*;B
Sorbus aria s.str.;LC;4;0;0;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;●;;Eur;B
Sorbus aucuparia subsp. aucuparia;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol;B
Sorbus aucuparia subsp. glabrata;LC;?;0;0;●;;;;;●;●;●;●;●;●;–;●;;;;Euras;B
Sorbus austriaca;LC;3;0;0;●;;;;;;;●;●;●;●;●;●;;?;;Eur;B
Sorbus chamaemespilus;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;B
Sorbus collina;VU;1;0;-1;;●;EN;;●;;;;;;;●;●;●;●;;Eur;B
Sorbus cucullifera;CR;1;?;-1;;●;;;;;;;;;;;●;;;S;Eur*;B
Sorbus danubialis;VU;1;0;-1;EN;●;;;●;;;;;●;;;●;?;;;Eur;B
Sorbus doerriana;CR;1;?;-1;●;;;;;●;;;;;;;;;;;Eur;B
Sorbus domestica;EN;2;-2;-2;●;;;CR*;●;?;;;;;u;–;●;●;●;;Eur;B
Sorbus latifolia agg.;VU;1;0;-1;?;●;;;●;;;;u;;●;●;●;●;†?;;Eur;B
Sorbus mougeotii s.str.;VU;2;-1;-1;●;;;;;●;●;;;;;;;;;;Eur;B
Sorbus slovenica;CR;1;?;-2;;;;;●;;;;;;;;●;;†?;;Eur;B
Sorbus thayensis;CR;1;?;-1;;●;;;;;;;;;;;●;;;S;Eur*;B
Sorbus torminalis;LC;4;-1;-1;NT;NT;VU;VU;●;u;†;;–;●;●;●;●;●;●;;Eur;B
Sorghum halepense;n;;;;;;;;;u;u;u;e?;u;e;e;e;e;e;;;S
Sparganium angustifolium;NT;2;0;-1;●;;;;;●;●;●;●;●;●;;;;;;Hol;S
Sparganium emersum;VU;3;-2;-1;●;EN;●;EN;EN;●;●;†;●;●;●;●;●;●;●;;Hol;S
Sparganium erectum;?;;;;;;;;;●;●;●;●;●;●;●;●;●;●;;;S
Sparganium erectum subsp. erectum;G;?;?;?;●;?;●;●;●;†;●;?;●;●;●;?;●;●;●;;Euras (Kosm);S
Sparganium erectum subsp. microcarpum;G;?;?;?;●;●;●;●;●;●;●;?;●;●;●;●;●;●;●;;Euras;S
Sparganium erectum subsp. neglectum;G;?;?;?;●;●;●;●;●;●;●;?;●;●;●;●;●;●;●;;Eur;S
Sparganium erectum subsp. oocarpum;G;?;?;?;?;?;●;;●;;;;;;;?;●;;;;Eur;S
Sparganium natans;EN;2;-2;-1;●;CR;●;;;●;●;●;●;●;●;●;●;;;;Hol;S
Spergula arvensis;VU;3;-3;-1;●;●;●;EN;EN;†;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Spergula morisonii;CR;1;-1;-2;;;;;●;;;;;;;;●;;;;Eur;H
Spergula pentandra s.str.;RE;†;†;†;;;;;RE;;;;;;;–;;;†?;;Eur (Kosm);H
Spergularia echinosperma subsp. albensis;RE;†;†;†;;;;;RE;;;;;;;;†;;;;Eur;H
Spergularia kurkae;EN;1;-1;-1;;●;;;;;;;;;;;●;;;;Eur;H
Spergularia marina;CR;1;-2;-2;n;n;n;n;●;e;e;e;†,e;e;e;e;†?,e;e;●;;Kosm;H
Spergularia media;EN;2;-2;-2;n;;;;●;;;;;;;;●;u;●;;Euras (Kosm);S
Spergularia rubra;LC;4;-1;-1;●;●;●;NT;VU;●;●;●;●;●;●;●;●;†,u;●;;Kosm;H
Spiraea chamaedryfolia;EN;1;0;-2;●;;n;;n;u;u;;u;●;;u;u;u;;;Euras;B
Spiraea japonica;n;;;;;;;;;le;le;u;le;u;u;le;u;u;u;;;B
Spiraea media;EN;1;-1;-1;●;n;;●;●;;;;;;●;;●;;●;D;Euras;B
Spiraea salicifolia;VU;2;-1;-1;●;●;n;EN*;;u;e;;u;●;●;●;●;u;●*;;Euras;B
Spiraea x brachybotrys;n;;;;;;;;;;;;;;le;;;;;;;B
Spiranthes aestivalis;EN;2;-2;-2;●;;●;;;●;●;;●;†;;●;–;;;;Eur;S
Spiranthes spiralis;VU;3;-2;-2;●;CR;RE;CR;●;●;●;;●;●;●;●;●;●;●;;Eur;S
Spirodela polyrhiza;LC;3;0;-1;VU;●;●;●;●;●;–;–;●;●;●;●;●;●;●;;Kosm;S
Sporobolus aculeatus;VU;2;-1;-1;;;;;●;;;;;;;–;†;†;●;;Euras;H
Sporobolus alopecuroides;CR;1;-2;-2;;;;;●;;;;;;;–;●;†;●;;Hol;H
Sporobolus neglectus;n;;;;;;;;;u;e;e;e?;e;u;u;u;;;;;H
Sporobolus schoenoides;EN;2;-2;-2;;;;;●;;;;;;;;†?;;●;;Kosm;H
Sporobolus vaginiflorus;n;;;;;;;;;u;le;e?;e?;e;u;u;;;u;;;H
Stachys alpina;LC;4;0;0;●;;VU;CR;CR;●;●;●;●;●;●;●;●;●;●;;Eur;S
Stachys annua;NT;4;-2;-1;EN;EN;EN;EN;●;†;u;u;u;●;●;●;●;●;●;;Euras;H
Stachys germanica;EN;2;-2;-1;●;CR;RE;RE?;●;●*;●*;u;u;●;●;†;●;●;●;;Euras;S
Stachys palustris;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol;S
Stachys recta subsp. labiosa;NT;2;0;-1;●;;;;;;;;;●;;;;;;;Eur;S
Stachys recta subsp. recta;NT;4;-2;-1;●;●;VU;EN;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Stachys sylvatica;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Staphylea pinnata;LC;3;0;0;●;●;●;;●;●;u;;●;le;u;●;●;●;●;;Eur;B
Stellaria alsine;LC;5;0;0;●;●;●;VU;RE?;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Stellaria apetala;LC;3;1;0;RE,n;●;●;●;●;†;e;u;e;u;●;●;●;●;●;;Eur (Kosm);H
Stellaria aquatica;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Stellaria glochidisperma;LC;2;0;0;●;;;●;;;;;;●;●;–;;;;;Eur;S
Stellaria graminea;LC;5;-1;-1;●;●;●;●;NT;●;●;●;●;●;●;●;●;●;●;;Euras;S
Stellaria longifolia;LC;2;0;0;●;EN;;;;;●;●;●;●;●;●;;;;;Hol;S
Stellaria media s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;H
Stellaria neglecta;G;?;?;?;●;●;VU;●;●;?;●;;–;●;●;●;●;●;●;;Euras;H
Stellaria nemorum s.str.;LC;5;0;0;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Stellaria palustris;EN;2;-2;-1;;CR;RE;;●;;;;;;;●;●;●;;;Euras;S
Stellaria ruderalis;LC;?;0;0;●;●;●;?;●;;;●;;;;●;●;●;;;Eur;H
Stipa borysthenica;CR;1;?;-2;;;;;●;;;;;;;;●;;;;Eur;S
Stipa capillata;NT;3;-1;-1;VU;●;;RE*;●;;●;†;;●;●;–;●;●;●;;Euras;S
Stipa dasyphylla;CR;1;-1;-2;;●;;;;;;;;;;;●;;;D;Euras;S
Stipa epilosa;VU;1;0;-1;●;;;;;;●;;;;;;;;;;Eur;S
Stipa eriocaulis;NT;2;0;-1;●;;;;●;;●;;●;●;●;;●;●;●;;Eur;S
Stipa pennata s.str.;VU;3;-2;-1;●;●;RE;;●;;–;;;●;●;†;●;●;●;;Euras;S
Stipa pulcherrima;EN;2;-2;-1;CR;●;;;●;;;;;●;;;●;;?;;Euras;S
Stipa styriaca;CR;1;-2;-2;●;;;;;;;;;●;●;;;;;E;ZE-Alp*!;S
Stipa tirsa;CR;1;-3;-3;;;;;●;;;;;;;;●;;;;Eur;S
Stratiotes aloides;CR;1;-3;-2;n;;●;;●;u;le;;;;;●;●;●;;;Euras;S
Streptopus amplexifolius;LC;4;0;0;●;EN;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Struthiopteris spicant;LC;4;0;0;●;●;●;●;;●;●;●;●;●;●;●;●;;●;;Hol;S
Stuckenia filiformis;EN;2;-2;-1;●;;●;;;●;●;;●;●;●;●;;–;;;Hol;S
Stuckenia pectinata;LC;3;0;0;●;VU;●;VU;●;●;●;?;●;●;●;●;●;●;●;;Kosm;S
Suaeda pannonica s.orig.;VU;3;-2;-2;;;;;●;;;;;;;;†;†;●;;Eur;H
Suaeda prostrata;EN;2;-2;-2;;;;;●;;;;;;;;†;;●;D;Euras;H
Succisa pratensis;VU;4;-3;-2;●;●;●;●;EN;●;●;●;●;●;●;●;●;●;●;;Euras;S
Succisella inflexa;EN;2;-2;-2;CR;;RE;●;CR;;;;;●;●;●;●;●;●;;Eur;S
Swertia perennis;NT;3;-1;-1;●;;CR;;RE;●;●;●;●;●;●;●;●;;;;Eur;S
Symphoricarpos albus subsp. laevigatus;n;;;;;;;;;e;u;u;e;u;u;e;u;u;u;;;B
Symphyotrichum laeve;n;;;;;;;;;u;u;u;u;u;u;u;le;u;u;;;S
Symphyotrichum lanceolatum;n;;;;;;;;;e;e;u;e;e;e;e;e;e;e;;;S
Symphyotrichum novi-belgii s.str.;n;;;;;;;;;e;le;u;e;e;e;u;e;e;e;;;S
Symphyotrichum x salignum;n;;;;;;;;;le;le;;le;u;u;le;le;u;u;;;S
Symphytum bulbosum;n;;;;;;;;;;;;;;;;;;le?;;;S
Symphytum officinale;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);S
Symphytum tuberosum s.lat.;LC;5;0;0;●;●;●;●;●;;●;●;●;●;●;●;●;●;●;;Eur;S
Syringa vulgaris;n;;;;;;;;;u;u;le;e;le;le;u;e;e;e;;;B
Tanacetum clusii;LC;2;0;0;●;;;;;;?;;●;●;●;;●;;●;;Eur;S
Tanacetum corymbosum s.str.;NT;3;-1;-1;●;●;VU;●;●;u;†;;?;●;●;●;●;●;●;;Euras;S
Tanacetum parthenium;n;;;;;;;;;e;e;e;e;e;e;e;e;e;e;;;H
Tanacetum vulgare;LC;5;0;0;●;●;●;●;●;u;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Taraxacum aberrans;LC;?;?;0;●;●;;;;;;;●;;;●;●;;;;;S
Taraxacum acervatulum;LC;3;?;0;●;●;●;;;;●;;●;●;●;●;●;;;;;S
Taraxacum acroglossum;LC;?;?;0;●;;;;;;;;;●;;;;;;;;S
Taraxacum aequilobum;LC;?;?;0;●;;;;;;;;;●;●;;;;;;;S
Taraxacum aggerum ined.;LC;?;?;0;●;●;;;;;;;;;●;●;●;;;;;S
Taraxacum alatum;LC;4;?;0;●;●;●;;;;●;●;●;●;●;●;●;;●;;;S
Taraxacum albulense;DD;?;?;?;●;;;;;●;●;;;;;;;;;;Alp;S
Taraxacum altissimum;LC;?;?;0;●;●;;;;;;;;●;●;●;●;;;;;S
Taraxacum amaurolepis;LC;?;?;0;●;;;;;;;;;●;;;;;;;;S
Taraxacum amplum;LC;3;?;0;●;●;;;;;;;;●;●;;●;;;;;S
Taraxacum ancistrolobum;LC;?;?;0;●;●;;;;;;;;●;●;●;●;;;;;S
Taraxacum ancoriferum;CR;1;?;-3;●;;;;;;●;;●;;;;;;;;Eur;S
Taraxacum aquilonare s.str.;VU;1;0;-1;●;;;;;;●;;;;;;;;;;Eur;S
Taraxacum arachnoideum;CR;1;?;-3;●;;;RE?;●;;;;;●;●;;;;●;;Eur;S
Taraxacum atricapillum;LC;?;?;0;●;;;;;;;;;●;;;;;;;;S
Taraxacum atroviride;LC;?;?;0;●;●;;;;;;;●;●;●;●;;;;;;S
Taraxacum atrox;LC;3;?;0;●;●;●;●;;;;;;;●;●;●;;●;;;S
Taraxacum austrinum;CR;2;?;-2;●;;●;;;●;●;;●;;●;●;;;;;Eur;S
Taraxacum baeckiiforme;LC;3;?;0;●;●;●;;●;;;;;●;;●;●;;●;;;S
Taraxacum balticiforme;CR;1;?;-3;●;;;;;●;●;;–;●;;;;;;;Eur;S
Taraxacum bavaricum;CR;1;?;-2;●;●;RE?;;●;;●;;●;;●;●;●;●;;;Eur;S
Taraxacum bellicum;DD;?;?;?;;;;;●;;;;;;;;●;;●;;Eur;S
Taraxacum bellum;LC;?;?;0;;●;;;;;;;;;;;●;;;;;S
Taraxacum bessarabicum;EN;2;-2;-2;n;;;;●;;;;;;u;;†;;●;;Eur (Kosm);S
Taraxacum bibulum;CR;1;?;-2;●;●;;;●;;;;;●;;;●;●;●;;Eur;S
Taraxacum brachylepis;LC;?;?;0;●;;;;;;;;;;;;●;;;;;S
Taraxacum brandenburgicum;CR;1;?;-3;;;;;●;;;;;;;;●;;●;;Eur;S
Taraxacum canophylloides ined.;DD;?;?;?;;;;;●;;;;;;;;●;;;;;S
Taraxacum canoviride;LC;?;?;0;;;;●;;;;;;;●;;;;;;;S
Taraxacum cognatum;CR;1;?;-3;;;;;●;;;;;;;;●;;●;;Eur;S
Taraxacum contractum;LC;?;?;0;●;●;;;;;;;●;●;;●;●;;;;;S
Taraxacum copidophyllum;DD;?;?;?;;;●;;;;;;;;;;●;;;;;S
Taraxacum cordatum;LC;?;?;0;●;;●;;;;;;;;●;●;●;;;;;S
Taraxacum crassum;LC;4;?;0;●;●;●;●;;;;;●;●;●;●;●;;●;;;S
Taraxacum cristatum;DD;?;?;?;;;;;●;;;;;;;;●;;?;;Eur;S
Taraxacum croceiflorum;LC;?;?;0;●;;;;;;;;●;;;;;;;;;S
Taraxacum cucullatum s.str.;LC;2;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Alp;S
Taraxacum danubium;DD;?;?;?;;;;;●;;;;;;;;●;;;;Eur;S
Taraxacum debrayi;LC;?;?;0;●;●;;;;;;;;;;●;;;;;;S
Taraxacum deltoidifrons;LC;?;?;0;;●;;;;;;;;;;;●;;;;;S
Taraxacum dentatum;CR;1;?;-3;●;;;;;;●;;;;;;;;;;Eur;S
Taraxacum diastematicum;LC;?;?;0;;●;;;;;;;;;;●;●;;;;;S
Taraxacum domabile;CR;1;?;-3;●;;;;●;;;;;●;;;●;;●;;Eur;S
Taraxacum ekmanii;LC;3;?;0;●;●;;;;;;;●;●;●;●;●;;;;;S
Taraxacum erythrospermum;DD;?;?;?;●;●;;;●;;;;;;●;;●;●;●;;Eur;S
Taraxacum expallidiforme;LC;?;?;0;;;●;;;;;;;;;;●;;;;;S
Taraxacum exsertiforme;LC;?;?;0;●;●;●;●;;;;;;●;●;●;●;;●;;;S
Taraxacum fasciatum;LC;?;?;0;●;●;;;;;;;●;;●;;●;;;;;S
Taraxacum fascinans;DD;?;?;?;;;;;●;;;;;;;;●;;●;;;S
Taraxacum fastuosum;DD;?;?;?;●;;;;;;;;;●;;;;;;;SE-Alp;S
Taraxacum flavostylum;LC;?;?;0;●;●;;;;;;;;●;●;●;●;;;;;S
Taraxacum fontanosquameum;DD;?;?;?;●;;;;;●;●;●;●;●;;●;;;;;Alp;S
Taraxacum fontanum s.str.;DD;?;?;?;●;;;;;●;●;●;●;●;;;;;;;Alp?;S
Taraxacum freticola;LC;3;?;0;●;;;;;;;;;●;●;●;●;;●;;;S
Taraxacum gentile;LC;?;?;0;●;●;●;;;;●;;●;●;●;●;;;;;;S
Taraxacum germanicum;CR;1;?;-3;●;;;;;;●;;;;;;;;;;Eur;S
Taraxacum gesticulans;LC;?;?;0;;●;;;;;;;;;;;●;;;;;S
Taraxacum glossodon;LC;?;?;0;●;●;;;;;;;;●;;;●;;;;;S
Taraxacum guttigestans;LC;?;?;0;●;●;;;;;;;;●;●;;●;;●;;;S
Taraxacum handelii;VU;1;0;-1;●;;;;;;●;●;;;;;;;;S;E-Alp;S
Taraxacum heleocharis;CR;1;?;-3;●;;;;;;●;;;;;;;;;;Eur;S
Taraxacum helveticum;LC;2;0;0;●;;;;;●;●;●;●;●;;;;;;;Alp;S
Taraxacum hemicyclum;LC;?;?;0;●;●;;;;;●;;;●;●;;●;;;;;S
Taraxacum hepaticum;LC;3;?;0;●;●;●;;;;;;●;●;●;●;●;;●;;;S
Taraxacum hercynicum;LC;3;0;0;●;;;;;;;;●;●;●;●;●;;;;Eur;S
Taraxacum hollandicum;CR;1;?;-3;●;;;;;;●;;;;;;;;;;Eur;S
Taraxacum horridifrons;LC;?;?;0;●;●;;;;;;;;;●;●;●;;;;;S
Taraxacum huelphersianum;LC;?;?;0;●;●;;;;;;;;;●;;●;;;;;S
Taraxacum huterianum;RE;†;†;†;RE;;;;;;;†;;;;;;;;;Eur;S
Taraxacum ingens;LC;?;?;0;●;●;;;;;;;;;●;●;●;;;;;S
Taraxacum interveniens;LC;3;?;0;●;●;;●;●;;●;;●;;●;;●;;●;;;S
Taraxacum irroratum;RE?;†?;†?;†?;;;;;RE?;;;;;;;;;;†?;;Eur;S
Taraxacum jugiferum;LC;?;?;0;●;●;;;;;;;;●;;●;●;;;;;S
Taraxacum kraettlii;VU;1;0;-1;●;;;;;;●;;;;;;;;;;E-Alp;S
Taraxacum lacerifolium;LC;?;?;0;●;●;●;;;;●;;;;●;●;;;;;;S
Taraxacum lacinulatum;LC;?;?;0;●;●;;;;;;;;;●;;●;;;;;S
Taraxacum lacistophylloides;DD;?;?;?;●;●;;;;;;;;;;;●;●;;;Eur;S
Taraxacum laticordatum;LC;3;?;0;●;●;●;●;●;;●;;●;●;●;●;●;;●;;;S
Taraxacum leptoscelum;LC;?;?;0;●;;;;;;;;;●;;;;;;;;S
Taraxacum leucopodum;LC;?;?;0;●;●;;;;;;;;;;;●;;;;;S
Taraxacum limosum;CR;1;?;-3;;;;;●;;;;;;;;;;●;;Eur;S
Taraxacum linearisquameum;LC;4;?;0;●;●;;;;;;;;;●;●;●;●;●;;Eur;S
Taraxacum lingulatum;LC;?;?;0;●;;;;;;;●;;●;;;;;;;;S
